Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,4.295079634175634e-06,17.828883689004623,1.2311537829638689e-11,36.241198064178725,4.523105606901982e-12,37.685823457785126,0.63
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,6.180553591720763e-13,40.55732916753211,1.4156407666002289e-11,36.03975383059731,1.1131745902977662e-11,36.38652916105122,0.63
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,7.945692989905008e-12,36.87296408779701,6.386535182251295e-12,37.188103684952935,8.2694182780464e-12,36.81535129376157,0.63
13,wiki_horticulture_01528,4,მემდელოეობას უაღრესად დიდი [MASK] აქვს საზოგადოებრივ მეცხოველეობისათვის მტკიცე საკვები ბაზის შესაქმნელად.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,4.622456799552313e-06,17.72290873273697,2.5319538897738076e-11,35.20095791213865,1.0520016045144192e-11,36.46807213872846,0.63
14,wiki_horticulture_01535,3,"მემცენარეობას მეცნიერული [MASK] ჩაეყარა XIX საუკუნის დამლევს, როდესაც საქართველოში დაარსდა ყარაიის, საქარის, აჯამეთის, ოზურგეთის საცდელი მინდვრები.",საფუძვლები,საფუძვლებს,საფუძვლებმა,1.668151601995318e-22,72.34416768032928,7.159831520345337e-23,73.5644205429117,1.4101878113886861e-21,69.26460267645368,0.63
15,wiki_hydrogeology_01555,5,ამგვარ წყალშემცველ სტრუქტურას არტეზიული [MASK] ეწოდება.,აუზი,აუზს,აუზმა,3.4670907904392946e-12,38.06941152270133,5.919590536360685e-17,53.907280226351226,1.0787370124635725e-16,53.04150632812584,0.63
16,wiki_kartvelian_01734,8,გარკვეული თვალსაზრისით ამ ცნობებს დღესაც არ დაუკარგავთ [MASK].,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,2.784109028652892e-06,18.45435285956825,2.795605535801449e-12,38.37997633004194,4.705500273856483e-12,37.62878902478194,0.63
17,wiki_metaphysics_02068,5,"მესმერს არ შეუმუშავებია მეტაფიზიკური [MASK], მაგრამ პრაქტიკული წვლილი შეიტანა სპირიტუალიზმის ჩამოყალიბებაში.",თეორია,თეორიას,თეორიამ,8.711877594114347e-17,53.34979392941657,2.846021138545481e-16,51.64190314081637,3.977383566232381e-16,51.15902982042031,0.63
18,wiki_microbiology_02079,3,ამ არსებებს [MASK] ეწოდება (ლათ. „viruse“ - შხამი) და ისინი სიცოცხლის არაუჯრედულ ფორმებს მიეკუთვნებიან.,ვირუსები,ვირუსებს,ვირუსებმა,8.42832352994239e-18,56.71946001340856,8.824434272718753e-18,56.65320191662606,3.168953659534618e-17,54.808771050130055,0.63
19,wiki_microbiology_02080,5,"ბირთვი-ბაქტერიულ უჯრედს მკვეთრად გამორჩეული [MASK] არ გააჩნია, წლების მანძილზე ეს საკითხი პრობლემურ საკითხად რჩებოდა.",ბირთვი,ბირთვს,ბირთვმა,1.170256957409884e-16,52.92402417601407,6.329623246840808e-17,53.81065798327205,2.8887558587637494e-17,54.94232933242052,0.63
20,wiki_mineralogy_02095,5,მინერალთა და ქანთა გამოყენებითი [MASK] ჩამოყალიბებული აქვს სულხან საბა ორბელიანს თავის „სიტყვის კონაში“.,კლასიფიკაცია,კლასიფიკაციას,კლასიფიკაციამ,1.072736423440978e-22,72.98112244507777,2.298241246525929e-22,71.88188784180132,2.8008335875249848e-22,71.59656181977702,0.63
21,wiki_mineralogy_02111,10,"ქანებს როგორც სამთო დამუშავების ობიექტს, ახასიათებს სხვადასხვა ტექნოლოგიური [MASK] (სიმაგრე, აბრაზიულობა, სისალე, ბურღვადობა და სხვ.).",თვისებები,თვისებებს,თვისებებმა,1.3306875899304387e-17,56.060605708523255,1.1581867930697236e-23,76.19247823158408,2.1564325623777604e-23,75.29569958270346,0.63
22,wiki_molecular_02135,10,"ამრიგად, ბიოპოლიმერთა მოლეკულებს სრულიად გარკვეული მოცულობითი და სივრცობრივი [MASK] აქვთ, რის გამოც ისინი ბიოლოგიური ფუნქციების მატერიალურ საფუძველს წარმოადგენენ.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,3.2114935269564964e-18,58.11146131940189,8.21064560209631e-18,56.757210042568275,5.690376007075768e-18,57.28618172229115,0.63
23,wiki_novel_02201,3,"რომანს მნიშვნელოვანი [MASK] უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",ადგილი,ადგილს,ადგილმა,3.756763135243089e-06,18.0220784127224,2.2920066418430877e-12,38.666525913864085,3.805029379775072e-12,37.93522954539465,0.63
24,wiki_organic_02242,6,"გარდა ამისა, ნახშირბადს აქვს [MASK] წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",უნარი,უნარს,უნარმა,3.95361269130385e-12,37.87996559173492,8.145816805874748e-18,56.768646338540094,3.5018145189637516e-17,54.664674942694,0.63
25,wiki_paleontology_02304,4,სტრატიგრაფიას დიდი პრაქტიკული [MASK] აქვს გეოლოგიური აგეგმვისა და სასარგებლო წიაღისეულის საბადოთა ძებნისა და ძიებისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,7.8673165262444e-06,16.955696940511476,1.919021954939867e-11,35.600837826703106,1.3608939840082567e-11,36.096654360977034,0.63
26,wiki_paleontology_02310,5,"პალეონტოლოგიას ასევე აქვს გარკვეული [MASK] არქეოლოგიასთან, რომელიც უპირველეს ყოვლისა მუშაობს ადამიანის მიერ შექმნილ საგნებთან და ადამიანის ნაშთებთან, ხოლო პალეონტოლოგები დაინტერესებულნი არიან ადამიანების, როგორც სახეობების, მახასიათებლებით და ევოლუციით.",კავშირი,კავშირს,კავშირმა,1.1567966220967144e-17,56.262642368418135,4.620967056048908e-18,57.58651090374059,1.4541603634975374e-17,55.93259123594228,0.63
27,wiki_petrography_02367,5,მეტამორფულ ქანებს ახასიათებს ფიქლებრივი [MASK].,ტექსტურა,ტექსტურას,ტექსტურამ,6.942231093260562e-17,53.67737822263023,1.4576484464199894e-17,55.92913479860728,2.851460389840545e-17,54.96107662097986,0.63
28,wiki_pharmacology_02387,3,ვაქცინის მიღებას [MASK] ეწოდება.,ვაქცინაცია,ვაქცინაციას,ვაქცინაციამ,1.225089597116534e-22,72.78953082271143,1.8281027858015363e-22,72.21207089874673,1.299625342329288e-22,72.70432230631941,0.63
29,wiki_pharmacology_02390,10,"უმეტეს უჯრედებს აქვს ერთი ან რამდენიმე ისეთი მოლეკულის წარმოების [MASK], რომელიც სხვა უჯრედებს ზრდის, ფუნქციის, მეტაბოლიზმის ცვლილების სიგნალს აძლევს.",უნარი,უნარს,უნარმა,3.2858632469522023e-12,38.14686470006741,6.775296553163376e-18,57.0344216136957,2.3318400209371657e-17,55.25130879921125,0.63
30,wiki_phonology_02445,14,"ყოველ ფონემას, ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო [MASK] შეესაბამება.",ბგერა,ბგერას,ბგერამ,6.863888564548041e-18,57.0156795771454,5.515287885870352e-18,57.33126951468939,7.743510229301466e-18,56.84171800175763,0.63
31,wiki_phonology_02456,5,"ერთნაირი რაგვარობის ბგერებს ჰომოგენური [MASK] ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერები,ბგერებს,ბგერებმა,1.806289604600117e-17,55.619748392678055,1.9104793109670678e-18,58.86077107347879,1.4077550565359447e-22,72.58902175458533,0.63
32,wiki_physical_02467,7,ნივთიერებათა აღნაგობის კრისტალთქიმიის ანალიზს აქვს ორი [MASK]: სტერეო ქიმია და კრისტალთსტრუქტურული.,ასპექტი,ასპექტს,ასპექტმა,4.086810858097904e-17,54.44180213762444,6.443932692800619e-23,73.71640475730804,9.27122081037136e-24,76.5135149555867,0.63
33,wiki_physical_02498,4,დედამიწისმცოდნეობას როგორც მეცნიერებას [MASK] ჩაეყარა უძველეს დროში.,საფუძველი,საფუძველს,საფუძველმა,1.2354626120751805e-12,39.558085786573216,1.9157471346008828e-12,38.92522999079571,3.4889222727933165e-12,38.06035568153014,0.63
34,wiki_sinology_02690,8,კონფუცის ინსტიტუტს ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი [MASK].,პედაგოგები,პედაგოგებს,პედაგოგებმა,4.452331250464807e-23,74.24978525019107,4.8699076358627856e-23,74.12045177243157,1.15648616089273e-22,72.87267008547427,0.63
35,wiki_sociolinguistics_02696,17,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, რომელსაც ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი [MASK] და გამონათქვამები.",სიტყვები,სიტყვებს,სიტყვებმა,1.5309552128040053e-11,35.926776965502434,2.0541727682978074e-11,35.50265151766263,5.249244849415813e-11,34.149099150575154,0.63
36,wiki_sociology_02723,4,"სოციოლოგიას აინტერესებს ჩვენი [MASK] როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",ქმედება,ქმედებას,ქმედებამ,3.160985095738945e-17,54.81240338023256,1.494781832244827e-17,55.89284267883346,1.020821147412717e-22,73.05268796601086,0.63
37,wiki_sociology_02733,5,"ასეთ საზოგადოებებს ახასიათებს სოციალური [MASK] ინდივიდუალებს შორის, რომელთაც გამორჩეული კულტურა აერთიანებთ.",ურთიერთობები,ურთიერთობებს,ურთიერთობებმა,1.3686711637855055e-11,36.08843317668464,2.0560687190680796e-11,35.50132055987027,1.2762165929148082e-10,32.86740775221085,0.63
38,wiki_technology_02824,3,"ნანოტექნოლოგიას აქვს [MASK] შექმნას მრავალი ახალი მოწყობილობა, რომელთა გამოყენება შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",პოტენციალი,პოტენციალს,პოტენციალმა,1.9867907802181074e-24,78.73583432027728,7.571375368992282e-24,76.80571888226515,1.0084124368839405e-23,76.3922603660418,0.63
39,wiki_theater_02863,9,1996 წელს გარდაიცვალა მიხეილ თუმანიშვილი და თეატრს მისი [MASK] ეწოდა.,სახელი,სახელს,სახელმა,8.663469088787685e-06,16.816623734323663,1.5012688045736854e-11,35.955026726825714,8.314289399645391e-12,36.80754417320148,0.63
40,wiki_zoology_03007,5,"ხერხემლიანებს აქვთ სამი ტიპის [MASK]: შემაერთებელქსოვილოვანი, ხრტილოვანი და ძვლოვანი.",ჩონჩხი,ჩონჩხს,ჩონჩხმა,2.247341594923414e-23,75.23612675221902,9.229707666925589e-23,73.19806122837964,1.0839694366687065e-22,72.9660940081255,0.63
41,wiki_zoology_03011,9,"ვეშაპებს, ბეჰემოთს და ზოგ სხვა ძუძუმწოვრებს ბალნიანი [MASK] მეორეულად რედუცირებული აქვს.",საფარველი,საფარველს,საფარველმა,2.7509951720659033e-17,55.01282400532587,1.4441137672602204e-22,72.55223368532678,2.906455718712074e-23,74.86508525384338,0.63
42,wiki_automotive_00344,4,მექანიკის კანონებს დიდი [MASK] აქვს ბუნებისმეტყველებისა და ტექნიკისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,2.877863153116779e-06,18.406570578015153,3.657972402537629e-12,37.992092947889844,9.92609262193707e-12,36.551911221935356,0.63
43,wiki_biochemistry_00418,6,"თითოეულ პოლიმერის კლასს გააჩნია განსხვავებული [MASK] მაგ.: ცილა არის პოლიმერი, რომლის კომპონენტები წარმოდგენილია 20 ან მეტი ამინომჟავით; ვრცლად არის აღწერილი უჯრედის მეტაბოლიზმის და ენდოკრინული სისტემის ბიოქიმია.",კომპონენტი,კომპონენტს,კომპონენტმა,1.5367692123812185e-16,52.53094899672999,2.7835504184418167e-22,71.60549187254986,3.7793199193524645e-22,71.16429143964974,0.63
44,wiki_biochemistry_00424,16,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, რომელსაც ყოველი უჯრედული [MASK] გენური ინფორმაციის საწყობად იყენებს.",ორგანიზმი,ორგანიზმს,ორგანიზმმა,1.8616263329088414e-12,38.96657361556839,1.561719075807187e-12,39.22000217581476,6.890209100502828e-19,60.33208603710289,0.63
45,wiki_biochemistry_00433,1,"[MASK] (HC) ეწოდება ქიმიურ ნაერთებს, რომლებიც მხოლოდ ნახშირბადისა (C) და წყალბადის (H) ატომებისაგან შედგებიან.",ნახშირწყალბადები,ნახშირწყალბადებს,ნახშირწყალბადებმა,5.721379533396104e-34,110.42919217601509,1.5376640003665902e-33,109.00288684122285,1.4310617912809336e-33,109.1065411642848,0.63
46,wiki_biophysics_00511,12,"იმის გამო, რომ ბიოლოგიური მასალის წიაღისეულ საწვავად გადაქცევას უფრო მეტი [MASK] სჭირდება, ვიდრე ნახშირბად 14-ის დაშლას, ამიტომაც წიაღისეული საწვავი თითქმის არ შეიცავს ნახშირბადის ამ იზოტოპს.",დრო,დროს,დრომ,1.0802247061292292e-06,19.820237119252024,2.30564296543889e-06,18.726399443962556,8.413950852915587e-13,40.112281842391454,0.63
47,wiki_computer_00673,4,"პროგრამას აქვს გაშვებადი [MASK], ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",სახე,სახეს,სახემ,4.973636350769086e-06,17.617267541086008,1.5800529369789876e-11,35.88123614951196,3.5856400680756163e-12,38.02090646306452,0.63
48,wiki_constitutional_00712,18,"საქართველოს კონსტიტუციურ შეთანხმებას, თუ იგი არ ეწინააღმდეგება საქართველოს კონსტიტუციას და კონსტიტუციურ კანონს, აქვს უპირატესი იურიდიული [MASK] ყველა სხვა ნორმატიული აქტის მიმართ.",ძალა,ძალას,ძალამ,7.16069325790158e-06,17.09146930148266,1.1679780455069672e-11,36.31719588763887,3.9270887281346616e-12,37.88967694421069,0.63
49,wiki_cosmology_00732,4,"სამყაროს შესწავლას ხანგრძლივი [MASK] აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",ისტორია,ისტორიას,ისტორიამ,1.4137294783722605e-06,19.432062487047506,7.0234134915264085e-12,37.05096476475962,1.7336895885395304e-12,39.06929152680338,0.63
