Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,2.3849243002058474e-11,35.287265569333485,1.1601162577627451e-11,36.326939655568935,2.5118709303631767e-13,41.8563028986489,0.8
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,2.3264391970748478e-05,15.391516992574786,2.8987547392896333e-10,31.683847675280806,3.1283150696703776e-13,41.53967941188784,0.95
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,4.871429369373174e-10,30.934935800479625,3.280620956922079e-11,34.82724012931909,1.0195730912973913e-11,36.51324384057667,0.71
13,wiki_horticulture_01528,4,მემდელოეობას უაღრესად დიდი [MASK] აქვს საზოგადოებრივ მეცხოველეობისათვის მტკიცე საკვები ბაზის შესაქმნელად.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,1.7571215863936494e-10,32.40606692484772,5.2228868627255016e-11,34.15636159112351,8.149965082151234e-13,40.15827135528588,0.9
14,wiki_horticulture_01535,3,"მემცენარეობას მეცნიერული [MASK] ჩაეყარა XIX საუკუნის დამლევს, როდესაც საქართველოში დაარსდა ყარაიის, საქარის, აჯამეთის, ოზურგეთის საცდელი მინდვრები.",საფუძვლები,საფუძვლებს,საფუძვლებმა,3.554668515779489e-23,74.5746311522239,2.3166527475756768e-26,85.15808865804155,2.8025363252945696e-28,91.52725358408924,0.8
15,wiki_hydrogeology_01555,5,ამგვარ წყალშემცველ სტრუქტურას არტეზიული [MASK] ეწოდება.,აუზი,აუზს,აუზმა,2.838926501217725e-06,18.42622307063218,1.8319752145540088e-09,29.023952869155064,7.35996643278002e-10,30.339581762397344,0.68
16,wiki_kartvelian_01734,8,გარკვეული თვალსაზრისით ამ ცნობებს დღესაც არ დაუკარგავთ [MASK].,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,1.1836715149781801e-07,23.010227895291365,9.19172700979849e-08,23.37508880787927,7.943662661171821e-10,30.229476590784284,0.69
17,wiki_metaphysics_02068,5,"მესმერს არ შეუმუშავებია მეტაფიზიკური [MASK], მაგრამ პრაქტიკული წვლილი შეიტანა სპირიტუალიზმის ჩამოყალიბებაში.",თეორია,თეორიას,თეორიამ,9.283090363469779e-10,30.00467578685534,1.9182077335285213e-10,32.27952198247851,2.8345314346745182e-11,35.038098775168976,0.72
18,wiki_microbiology_02079,3,ამ არსებებს [MASK] ეწოდება (ლათ. „viruse“ - შხამი) და ისინი სიცოცხლის არაუჯრედულ ფორმებს მიეკუთვნებიან.,ვირუსები,ვირუსებს,ვირუსებმა,1.4126086466587033e-11,36.0428472113002,6.264626855552486e-13,40.53783665370545,3.176939028535369e-14,44.839355926150624,0.86
19,wiki_microbiology_02080,5,"ბირთვი-ბაქტერიულ უჯრედს მკვეთრად გამორჩეული [MASK] არ გააჩნია, წლების მანძილზე ეს საკითხი პრობლემურ საკითხად რჩებოდა.",ბირთვი,ბირთვს,ბირთვმა,7.743985625171305e-12,36.91006086404634,2.013141492148393e-15,48.81947284874265,6.647211548755127e-16,50.418100249531115,0.85
20,wiki_mineralogy_02095,5,მინერალთა და ქანთა გამოყენებითი [MASK] ჩამოყალიბებული აქვს სულხან საბა ორბელიანს თავის „სიტყვის კონაში“.,კლასიფიკაცია,კლასიფიკაციას,კლასიფიკაციამ,1.732121618472408e-10,32.42674071845847,2.0556668428743564e-11,35.50160257450125,4.53568553279259e-13,41.00374461442125,0.76
21,wiki_mineralogy_02111,10,"ქანებს როგორც სამთო დამუშავების ობიექტს, ახასიათებს სხვადასხვა ტექნოლოგიური [MASK] (სიმაგრე, აბრაზიულობა, სისალე, ბურღვადობა და სხვ.).",თვისებები,თვისებებს,თვისებებმა,2.6645307058006805e-05,15.195759015761414,1.6077393721347676e-08,25.89039120644022,6.072383191964823e-16,50.54858668467365,0.71
22,wiki_molecular_02135,10,"ამრიგად, ბიოპოლიმერთა მოლეკულებს სრულიად გარკვეული მოცულობითი და სივრცობრივი [MASK] აქვთ, რის გამოც ისინი ბიოლოგიური ფუნქციების მატერიალურ საფუძველს წარმოადგენენ.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,8.049767036286606e-15,46.81997439169279,7.45539137262228e-16,50.25256542906657,6.0459144684093326e-18,57.19874513867851,0.76
23,wiki_novel_02201,3,"რომანს მნიშვნელოვანი [MASK] უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",ადგილი,ადგილს,ადგილმა,0.9847770929336548,0.022130891447791706,1.2881586628252734e-08,26.21011445759229,3.3725511310390898e-12,38.109296822698724,0.99
24,wiki_organic_02242,6,"გარდა ამისა, ნახშირბადს აქვს [MASK] წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",უნარი,უნარს,უნარმა,5.82256378832034e-07,20.71184212443588,1.734097238758546e-08,25.781239959765546,9.759647810947338e-09,26.61052376670705,0.78
25,wiki_paleontology_02304,4,სტრატიგრაფიას დიდი პრაქტიკული [MASK] აქვს გეოლოგიური აგეგმვისა და სასარგებლო წიაღისეულის საბადოთა ძებნისა და ძიებისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,2.638438499503184e-11,35.14152468823672,1.925789033222806e-11,35.595759376609585,1.7273068766842716e-13,42.3965408159033,0.95
26,wiki_paleontology_02310,5,"პალეონტოლოგიას ასევე აქვს გარკვეული [MASK] არქეოლოგიასთან, რომელიც უპირველეს ყოვლისა მუშაობს ადამიანის მიერ შექმნილ საგნებთან და ადამიანის ნაშთებთან, ხოლო პალეონტოლოგები დაინტერესებულნი არიან ადამიანების, როგორც სახეობების, მახასიათებლებით და ევოლუციით.",კავშირი,კავშირს,კავშირმა,1.1676529663844758e-09,29.67374129386844,3.8150641074881563e-13,41.25335793354585,2.630313867129866e-12,38.467902176570234,0.75
27,wiki_petrography_02367,5,მეტამორფულ ქანებს ახასიათებს ფიქლებრივი [MASK].,ტექსტურა,ტექსტურას,ტექსტურამ,2.8649814890115944e-10,31.700755131286712,3.682962961839659e-11,34.66034215508672,3.68393798349972e-12,37.98188836376918,0.71
28,wiki_pharmacology_02387,3,ვაქცინის მიღებას [MASK] ეწოდება.,ვაქცინაცია,ვაქცინაციას,ვაქცინაციამ,5.6222550265161965e-12,37.37198824253495,3.015969477493238e-13,41.5924434053575,1.5036945655127318e-13,42.59655368086189,0.75
29,wiki_pharmacology_02390,10,"უმეტეს უჯრედებს აქვს ერთი ან რამდენიმე ისეთი მოლეკულის წარმოების [MASK], რომელიც სხვა უჯრედებს ზრდის, ფუნქციის, მეტაბოლიზმის ცვლილების სიგნალს აძლევს.",უნარი,უნარს,უნარმა,6.22107730218153e-07,20.616332231132944,1.4446151500226342e-09,29.366667648529226,1.4890457574250609e-09,29.322964766287924,0.82
30,wiki_phonology_02445,14,"ყოველ ფონემას, ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო [MASK] შეესაბამება.",ბგერა,ბგერას,ბგერამ,2.8982339428440767e-10,31.68410689622897,1.324972791363136e-12,39.45717440476007,1.8252498375243098e-12,38.99504318715541,0.72
31,wiki_phonology_02456,5,"ერთნაირი რაგვარობის ბგერებს ჰომოგენური [MASK] ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერები,ბგერებს,ბგერებმა,9.930280031713744e-07,19.941662262201262,1.3725423936554499e-09,29.44050214361048,7.808732234779145e-11,33.576120701163276,0.78
32,wiki_physical_02467,7,ნივთიერებათა აღნაგობის კრისტალთქიმიის ანალიზს აქვს ორი [MASK]: სტერეო ქიმია და კრისტალთსტრუქტურული.,ასპექტი,ასპექტს,ასპექტმა,2.7705906201780337e-11,35.07101548843456,4.833584947573672e-17,54.199684016643886,2.3778269524208447e-19,61.86699007682949,0.82
33,wiki_physical_02498,4,დედამიწისმცოდნეობას როგორც მეცნიერებას [MASK] ჩაეყარა უძველეს დროში.,საფუძველი,საფუძველს,საფუძველმა,1.789952753173866e-13,42.34514372630392,5.023867738304982e-19,60.787835319482895,4.490707508219779e-20,64.27161913915297,0.73
34,wiki_sinology_02690,8,კონფუცის ინსტიტუტს ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი [MASK].,პედაგოგები,პედაგოგებს,პედაგოგებმა,1.010261761885953e-08,26.560695611026418,2.2029063384396707e-11,35.40180088687069,2.6520239165835428e-12,38.45604335257157,0.69
35,wiki_sociolinguistics_02696,17,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, რომელსაც ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი [MASK] და გამონათქვამები.",სიტყვები,სიტყვებს,სიტყვებმა,2.8282424046360487e-12,38.363231361860635,8.149296616608781e-18,56.76803016538003,1.4401898504532082e-19,62.59037479796062,0.76
36,wiki_sociology_02723,4,"სოციოლოგიას აინტერესებს ჩვენი [MASK] როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",ქმედება,ქმედებას,ქმედებამ,4.4168618412861144e-08,24.43240305327929,2.3204194820532876e-09,28.682967216748708,9.900752465885956e-11,33.23367086831131,0.85
37,wiki_sociology_02733,5,"ასეთ საზოგადოებებს ახასიათებს სოციალური [MASK] ინდივიდუალებს შორის, რომელთაც გამორჩეული კულტურა აერთიანებთ.",ურთიერთობები,ურთიერთობებს,ურთიერთობებმა,7.774167277243605e-10,30.260592798303097,1.1264871509497188e-11,36.3693781859061,3.986538064349373e-18,57.79956926363099,0.73
38,wiki_technology_02824,3,"ნანოტექნოლოგიას აქვს [MASK] შექმნას მრავალი ახალი მოწყობილობა, რომელთა გამოყენება შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",პოტენციალი,პოტენციალს,პოტენციალმა,1.81568177156566e-14,45.64648195994335,7.006100794420773e-17,53.664165869226515,8.791940522147732e-18,56.65852408154579,0.8
39,wiki_theater_02863,9,1996 წელს გარდაიცვალა მიხეილ თუმანიშვილი და თეატრს მისი [MASK] ეწოდა.,სახელი,სახელს,სახელმა,0.9943022727966309,0.008243590009653582,4.665299187207215e-10,30.997311344311193,1.7044981246236094e-11,35.771862031609444,1.0
40,wiki_zoology_03007,5,"ხერხემლიანებს აქვთ სამი ტიპის [MASK]: შემაერთებელქსოვილოვანი, ხრტილოვანი და ძვლოვანი.",ჩონჩხი,ჩონჩხს,ჩონჩხმა,2.9880840233902105e-13,41.60584451699356,6.675279141717228e-15,47.0900932557311,1.6682156343781714e-17,55.73447182877438,0.9
41,wiki_zoology_03011,9,"ვეშაპებს, ბეჰემოთს და ზოგ სხვა ძუძუმწოვრებს ბალნიანი [MASK] მეორეულად რედუცირებული აქვს.",საფარველი,საფარველს,საფარველმა,2.2186457801681042e-10,32.06960159769167,1.2741841749488067e-13,42.83549140878201,7.09270415723297e-15,47.00258565050893,0.84
42,wiki_automotive_00344,4,მექანიკის კანონებს დიდი [MASK] აქვს ბუნებისმეტყველებისა და ტექნიკისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,6.907790183248038e-10,30.431056685662927,4.2625441068437496e-10,31.127566186315576,2.293329176594552e-12,38.66569368937463,0.97
43,wiki_biochemistry_00418,6,"თითოეულ პოლიმერის კლასს გააჩნია განსხვავებული [MASK] მაგ.: ცილა არის პოლიმერი, რომლის კომპონენტები წარმოდგენილია 20 ან მეტი ამინომჟავით; ვრცლად არის აღწერილი უჯრედის მეტაბოლიზმის და ენდოკრინული სისტემის ბიოქიმია.",კომპონენტი,კომპონენტს,კომპონენტმა,1.0036528111472841e-15,49.82366113236928,3.6584645176045195e-18,57.92346744133382,1.3562173547402687e-20,65.99897348662047,0.83
44,wiki_biochemistry_00424,16,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, რომელსაც ყოველი უჯრედული [MASK] გენური ინფორმაციის საწყობად იყენებს.",ორგანიზმი,ორგანიზმს,ორგანიზმმა,2.0556874432221203e-08,25.53580383230644,3.667577166891839e-10,31.344453627931745,8.974157894050068e-11,33.37543247631024,0.76
45,wiki_biochemistry_00433,1,"[MASK] (HC) ეწოდება ქიმიურ ნაერთებს, რომლებიც მხოლოდ ნახშირბადისა (C) და წყალბადის (H) ატომებისაგან შედგებიან.",ნახშირწყალბადები,ნახშირწყალბადებს,ნახშირწყალბადებმა,9.37078022208923e-24,76.49810510393974,4.0511124277732026e-24,77.70795615358062,1.1224288981655041e-25,82.88157831386613,1.0
46,wiki_biophysics_00511,12,"იმის გამო, რომ ბიოლოგიური მასალის წიაღისეულ საწვავად გადაქცევას უფრო მეტი [MASK] სჭირდება, ვიდრე ნახშირბად 14-ის დაშლას, ამიტომაც წიაღისეული საწვავი თითქმის არ შეიცავს ნახშირბადის ამ იზოტოპს.",დრო,დროს,დრომ,0.00019054685016213672,12.35756661969653,0.0027758320793509483,8.49286398822108,1.0282366757394418e-07,23.21332428721319,0.85
47,wiki_computer_00673,4,"პროგრამას აქვს გაშვებადი [MASK], ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",სახე,სახეს,სახემ,3.6100934551219165e-06,18.079532384428965,3.485045509247594e-08,24.77424726353974,4.108449599288029e-09,27.858758785482305,0.85
48,wiki_constitutional_00712,18,"საქართველოს კონსტიტუციურ შეთანხმებას, თუ იგი არ ეწინააღმდეგება საქართველოს კონსტიტუციას და კონსტიტუციურ კანონს, აქვს უპირატესი იურიდიული [MASK] ყველა სხვა ნორმატიული აქტის მიმართ.",ძალა,ძალას,ძალამ,4.5874031020348003e-07,21.055818979430676,1.2618204703185628e-08,26.239918098386788,3.1488270784959875e-10,31.56446641650231,0.8
49,wiki_cosmology_00732,4,"სამყაროს შესწავლას ხანგრძლივი [MASK] აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",ისტორია,ისტორიას,ისტორიამ,0.01942712627351284,5.685783681418394,0.0018204479316040053,9.101490807208938,7.400033291048023e-05,13.722108713327406,0.78
