Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.8947901725769043,0.16037868343045406,0.32286167931020776,1.6310118783080596,0.00037700393387705977,11.373132802062631,0.96
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,0.008508013561367987,6.876961951774556,3.1767071826440966e-06,18.264036455544858,5.738365065381643e-10,30.698641195953147,0.66
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,0.08126843720674515,3.6211610382939647,0.0006407965349755279,10.607846032968773,0.046740472194739535,4.419183880780902,0.78
13,wiki_horticulture_01528,4,მემდელოეობას უაღრესად დიდი [MASK] აქვს საზოგადოებრივ მეცხოველეობისათვის მტკიცე საკვები ბაზის შესაქმნელად.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.6984034776687622,0.5178673520669372,0.24531457037455695,2.027295170071142,0.0002774805382276882,11.815325791463342,0.92
14,wiki_horticulture_01535,3,"მემცენარეობას მეცნიერული [MASK] ჩაეყარა XIX საუკუნის დამლევს, როდესაც საქართველოში დაარსდა ყარაიის, საქარის, აჯამეთის, ოზურგეთის საცდელი მინდვრები.",საფუძვლები,საფუძვლებს,საფუძვლებმა,2.4257683146020456e-10,31.940839183797046,2.2983319093232424e-14,45.30640617127572,8.238284442790842e-17,53.43043367416724,0.86
15,wiki_hydrogeology_01555,5,ამგვარ წყალშემცველ სტრუქტურას არტეზიული [MASK] ეწოდება.,აუზი,აუზს,აუზმა,3.043774113374416e-06,18.325707272771368,2.2856899451303324e-06,18.738938854730975,5.763825119743133e-08,24.04839819574217,0.72
16,wiki_kartvelian_01734,8,გარკვეული თვალსაზრისით ამ ცნობებს დღესაც არ დაუკარგავთ [MASK].,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,8.350430107384456e-06,16.86971806062253,8.271530832282882e-06,16.883414212145052,4.1556896542329524e-10,31.16419303067986,0.84
17,wiki_metaphysics_02068,5,"მესმერს არ შეუმუშავებია მეტაფიზიკური [MASK], მაგრამ პრაქტიკული წვლილი შეიტანა სპირიტუალიზმის ჩამოყალიბებაში.",თეორია,თეორიას,თეორიამ,5.881860388936774e-05,14.053367933424848,2.2315116144540225e-06,18.773547253851763,2.4902288912443616e-06,18.615290214546295,0.68
18,wiki_microbiology_02079,3,ამ არსებებს [MASK] ეწოდება (ლათ. „viruse“ - შხამი) და ისინი სიცოცხლის არაუჯრედულ ფორმებს მიეკუთვნებიან.,ვირუსები,ვირუსებს,ვირუსებმა,4.153775543567835e-05,14.555217214665076,1.6724221319423856e-06,19.189629528846556,1.859715480693917e-08,25.68034283991061,0.83
19,wiki_microbiology_02080,5,"ბირთვი-ბაქტერიულ უჯრედს მკვეთრად გამორჩეული [MASK] არ გააჩნია, წლების მანძილზე ეს საკითხი პრობლემურ საკითხად რჩებოდა.",ბირთვი,ბირთვს,ბირთვმა,7.390920078854308e-12,36.97738316526815,9.6623460661519e-16,49.87847599300179,1.0034730287254226e-16,53.14584767762781,0.73
20,wiki_mineralogy_02095,5,მინერალთა და ქანთა გამოყენებითი [MASK] ჩამოყალიბებული აქვს სულხან საბა ორბელიანს თავის „სიტყვის კონაში“.,კლასიფიკაცია,კლასიფიკაციას,კლასიფიკაციამ,1.3539730089190913e-07,22.816297684742274,2.647924462814503e-10,31.814418981818108,5.900769520749644e-12,37.302234029703264,0.67
21,wiki_mineralogy_02111,10,"ქანებს როგორც სამთო დამუშავების ობიექტს, ახასიათებს სხვადასხვა ტექნოლოგიური [MASK] (სიმაგრე, აბრაზიულობა, სისალე, ბურღვადობა და სხვ.).",თვისებები,თვისებებს,თვისებებმა,0.05933839455246925,4.07489029569203,5.396969573639026e-09,27.46520330009869,1.7872031505496022e-13,42.34736159936198,0.76
22,wiki_molecular_02135,10,"ამრიგად, ბიოპოლიმერთა მოლეკულებს სრულიად გარკვეული მოცულობითი და სივრცობრივი [MASK] აქვთ, რის გამოც ისინი ბიოლოგიური ფუნქციების მატერიალურ საფუძველს წარმოადგენენ.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,1.3516846258207998e-06,19.496809987111675,3.264347087277231e-10,31.512486486395222,1.6544536772878383e-11,35.81485414527021,0.72
23,wiki_novel_02201,3,"რომანს მნიშვნელოვანი [MASK] უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",ადგილი,ადგილს,ადგილმა,0.9294431209564209,0.10556151551445357,0.003430200740695001,8.187491277030508,2.404390833456268e-09,28.631681428960654,0.98
24,wiki_organic_02242,6,"გარდა ამისა, ნახშირბადს აქვს [MASK] წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",უნარი,უნარს,უნარმა,5.613852719641964e-07,20.76450544920851,1.0411892479662503e-07,23.195264345537687,4.791032282051998e-11,34.28087250935572,0.79
25,wiki_paleontology_02304,4,სტრატიგრაფიას დიდი პრაქტიკული [MASK] აქვს გეოლოგიური აგეგმვისა და სასარგებლო წიაღისეულის საბადოთა ძებნისა და ძიებისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.6642307043075562,0.5902436813987313,0.15042390892496016,2.7328942024324285,0.00018911383695369843,12.368457454261973,0.88
26,wiki_paleontology_02310,5,"პალეონტოლოგიას ასევე აქვს გარკვეული [MASK] არქეოლოგიასთან, რომელიც უპირველეს ყოვლისა მუშაობს ადამიანის მიერ შექმნილ საგნებთან და ადამიანის ნაშთებთან, ხოლო პალეონტოლოგები დაინტერესებულნი არიან ადამიანების, როგორც სახეობების, მახასიათებლებით და ევოლუციით.",კავშირი,კავშირს,კავშირმა,0.6697301268577576,0.5783482277919163,8.985422027465281e-09,26.729766588132772,1.053752626053712e-09,29.821816627478505,0.88
27,wiki_petrography_02367,5,მეტამორფულ ქანებს ახასიათებს ფიქლებრივი [MASK].,ტექსტურა,ტექსტურას,ტექსტურამ,7.971022185812243e-10,30.224516204853373,5.261135553420085e-12,37.467762916987056,2.445527061751148e-17,55.18263218372405,0.73
28,wiki_pharmacology_02387,3,ვაქცინის მიღებას [MASK] ეწოდება.,ვაქცინაცია,ვაქცინაციას,ვაქცინაციამ,6.432608428629142e-12,37.177733268286296,7.409038344515681e-17,53.583491312879495,4.3399005308719596e-15,47.71125944636931,0.72
29,wiki_pharmacology_02390,10,"უმეტეს უჯრედებს აქვს ერთი ან რამდენიმე ისეთი მოლეკულის წარმოების [MASK], რომელიც სხვა უჯრედებს ზრდის, ფუნქციის, მეტაბოლიზმის ცვლილების სიგნალს აძლევს.",უნარი,უნარს,უნარმა,8.203610360027603e-07,20.2172376932379,6.826394419513567e-08,23.80430098535401,1.5548506985069156e-11,35.904432988720124,0.79
30,wiki_phonology_02445,14,"ყოველ ფონემას, ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო [MASK] შეესაბამება.",ბგერა,ბგერას,ბგერამ,2.7106222465505887e-06,18.49294449672432,3.479376043282583e-08,24.776596148419067,3.336763867977919e-09,28.15890325873091,0.85
31,wiki_phonology_02456,5,"ერთნაირი რაგვარობის ბგერებს ჰომოგენური [MASK] ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერები,ბგერებს,ბგერებმა,2.9941562285754626e-05,15.027490974379567,6.01345274787208e-08,23.987231177162187,3.245399103025848e-09,28.198956949397836,0.68
32,wiki_physical_02467,7,ნივთიერებათა აღნაგობის კრისტალთქიმიის ანალიზს აქვს ორი [MASK]: სტერეო ქიმია და კრისტალთსტრუქტურული.,ასპექტი,ასპექტს,ასპექტმა,1.0584489653146628e-05,16.527688765093625,1.3891450598407997e-07,22.779299405291212,2.5429493799588092e-09,28.550850110011428,0.85
33,wiki_physical_02498,4,დედამიწისმცოდნეობას როგორც მეცნიერებას [MASK] ჩაეყარა უძველეს დროში.,საფუძველი,საფუძველს,საფუძველმა,1.8344564385512216e-11,35.66585639735512,1.847968168119108e-11,35.65526913770627,1.4228488685006055e-12,39.35435470815707,0.71
34,wiki_sinology_02690,8,კონფუცის ინსტიტუტს ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი [MASK].,პედაგოგები,პედაგოგებს,პედაგოგებმა,0.0005286561869284266,10.885382613111043,5.8670120842525515e-08,24.02279879557551,3.87009781257515e-09,27.944982824584574,0.78
35,wiki_sociolinguistics_02696,17,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, რომელსაც ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი [MASK] და გამონათქვამები.",სიტყვები,სიტყვებს,სიტყვებმა,0.9419012069702148,0.08635234682058864,2.144838165682776e-11,35.440340247493026,6.605176979235236e-12,37.13953992106052,0.97
36,wiki_sociology_02723,4,"სოციოლოგიას აინტერესებს ჩვენი [MASK] როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",ქმედება,ქმედებას,ქმედებამ,5.891589714409801e-09,27.338695888241855,5.85904108031925e-11,33.9905444784089,1.2501202376286676e-12,39.541070277450366,0.79
37,wiki_sociology_02733,5,"ასეთ საზოგადოებებს ახასიათებს სოციალური [MASK] ინდივიდუალებს შორის, რომელთაც გამორჩეული კულტურა აერთიანებთ.",ურთიერთობები,ურთიერთობებს,ურთიერთობებმა,2.6467398536125816e-05,15.20542407421892,7.566727948231669e-09,26.977683278129604,9.19645629196076e-13,39.9839871848548,0.71
38,wiki_technology_02824,3,"ნანოტექნოლოგიას აქვს [MASK] შექმნას მრავალი ახალი მოწყობილობა, რომელთა გამოყენება შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",პოტენციალი,პოტენციალს,პოტენციალმა,1.0084884773737325e-09,29.88515825365536,2.5674340094929315e-12,38.502809943078894,2.291812805418131e-17,55.276288403075874,0.81
39,wiki_theater_02863,9,1996 წელს გარდაიცვალა მიხეილ თუმანიშვილი და თეატრს მისი [MASK] ეწოდა.,სახელი,სახელს,სახელმა,0.8436853289604187,0.2452230805492879,5.314072858908979e-05,14.199822466317446,1.955257829091212e-06,18.964209708990794,0.93
40,wiki_zoology_03007,5,"ხერხემლიანებს აქვთ სამი ტიპის [MASK]: შემაერთებელქსოვილოვანი, ხრტილოვანი და ძვლოვანი.",ჩონჩხი,ჩონჩხს,ჩონჩხმა,6.209437705716524e-11,33.90674641233666,2.8642653838842373e-12,38.34497196927377,8.704538462735387e-15,46.70715361884879,0.72
41,wiki_zoology_03011,9,"ვეშაპებს, ბეჰემოთს და ზოგ სხვა ძუძუმწოვრებს ბალნიანი [MASK] მეორეულად რედუცირებული აქვს.",საფარველი,საფარველს,საფარველმა,5.281223460563514e-09,27.496480667580453,7.736979802670286e-15,46.877150915602186,2.3077818943725005e-15,48.622414540217754,0.73
42,wiki_automotive_00344,4,მექანიკის კანონებს დიდი [MASK] აქვს ბუნებისმეტყველებისა და ტექნიკისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.8982684016227722,0.15478150979436212,0.19108964580620127,2.387678486895095,0.00021697413633404013,12.17018929819969,0.95
43,wiki_biochemistry_00418,6,"თითოეულ პოლიმერის კლასს გააჩნია განსხვავებული [MASK] მაგ.: ცილა არის პოლიმერი, რომლის კომპონენტები წარმოდგენილია 20 ან მეტი ამინომჟავით; ვრცლად არის აღწერილი უჯრედის მეტაბოლიზმის და ენდოკრინული სისტემის ბიოქიმია.",კომპონენტი,კომპონენტს,კომპონენტმა,2.260964243867191e-10,32.04234277217709,2.7100756003215575e-13,41.74673213594634,4.6080049515530745e-14,44.30285106138737,0.79
44,wiki_biochemistry_00424,16,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, რომელსაც ყოველი უჯრედული [MASK] გენური ინფორმაციის საწყობად იყენებს.",ორგანიზმი,ორგანიზმს,ორგანიზმმა,1.224998263954492e-07,22.960716959543706,3.470263764397618e-09,28.10230753206846,2.4962973684423794e-09,28.57756305022546,0.83
45,wiki_biochemistry_00433,1,"[MASK] (HC) ეწოდება ქიმიურ ნაერთებს, რომლებიც მხოლოდ ნახშირბადისა (C) და წყალბადის (H) ატომებისაგან შედგებიან.",ნახშირწყალბადები,ნახშირწყალბადებს,ნახშირწყალბადებმა,1.2884189567990218e-28,92.64838486415874,1.4746115679142682e-29,95.7755797720687,1.3359141949857137e-31,102.56194359420824,1.0
46,wiki_biophysics_00511,12,"იმის გამო, რომ ბიოლოგიური მასალის წიაღისეულ საწვავად გადაქცევას უფრო მეტი [MASK] სჭირდება, ვიდრე ნახშირბად 14-ის დაშლას, ამიტომაც წიაღისეული საწვავი თითქმის არ შეიცავს ნახშირბადის ამ იზოტოპს.",დრო,დროს,დრომ,0.940853476524353,0.08795803203036855,0.006760078482329845,7.208744288833502,0.024267688822311895,5.364819472441815,0.97
47,wiki_computer_00673,4,"პროგრამას აქვს გაშვებადი [MASK], ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",სახე,სახეს,სახემ,0.0005937992245890199,10.71773717016275,2.167554555907267e-06,18.815500263744955,9.968287694711679e-08,23.25807905252026,0.76
48,wiki_constitutional_00712,18,"საქართველოს კონსტიტუციურ შეთანხმებას, თუ იგი არ ეწინააღმდეგება საქართველოს კონსტიტუციას და კონსტიტუციურ კანონს, აქვს უპირატესი იურიდიული [MASK] ყველა სხვა ნორმატიული აქტის მიმართ.",ძალა,ძალას,ძალამ,0.023608881980180737,5.404526466710494,0.0012036541055006763,9.698363420781908,2.6449231878363736e-05,15.20641464931364,0.84
49,wiki_cosmology_00732,4,"სამყაროს შესწავლას ხანგრძლივი [MASK] აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",ისტორია,ისტორიას,ისტორიამ,0.4132583737373352,1.274884042152757,0.10302382974873847,3.278950018798971,0.002058264253548132,8.924356067828894,0.84
