Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_erg,form_ungrammatical_nom,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
26,wiki_veterinary_02926,3,"1959 წელს [MASK] შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი ინსტიტუტი და მან მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",ინსტიტუტს,ინსტიტუტმა,ინსტიტუტი,1.969149518886198e-06,18.953995909092367,5.1584675020421855e-06,17.564626041580084,3.946888831441978e-11,34.56049315908432,0.94
27,wiki_viticulture_02965,1,"[MASK] ადასტურებს არქეოლოგიური გათხრების შედეგად საქართველოს ტერიტორიაზე ნაპოვნი უძველესი საგნები: თიხის ქვევრები, ოქროს, ვერცხლისა და ბრინჯაოს ფიალები და სხვა ნივთები.",ამას,ამან,ეს,1.000000000000001e-12,39.86313713864835,1.000000000000001e-12,39.86313713864835,1.9046132138100846e-18,58.86520766100177,1.0
28,wiki_automotive_00339,20,"მილისი — მანქანების, მექანიზმების, ხელსაწყოების ან ცილინდრული ან კონუსური ფორმის (ღერძული სიმეტრიით) საგნის დეტალი, [MASK] გააჩნია ღერძული ხვრელი.",რომელსაც,რომელმაც,რომელმაც,0.02197897620499134,5.5077320035959385,0.00011312674178043386,13.10977237441527,0.00011312674178043386,13.10977237441527,0.74
29,wiki_automotive_00343,27,"რელატივისტური მექანიკა — თეორიული ფიზიკის ნაწილი, რომელიც განიხილავს სხეულთა (ნაწილაკთა) მოძრაობის კლასიკურ კანონებს სინათლის სიჩქარის მახლობელი სიჩქარით მოძრაობისას, რელატივისტური მექანიკა ემყარება ფარდობითობის [MASK].",თეორიას,თეორიამ,თეორია,7.016367379409477e-06,17.12084427955521,1.4165668435307557e-05,16.10724179467275,1.4430829682879291e-08,26.04627051090074,0.73
30,wiki_automotive_00360,6,ზეგამტარობა და ზედენადობა მაკროსკოპულ კვანტურ [MASK] წარმოადგენენ.,ეფექტებს,ეფექტებმა,ეფექტები,4.3309850454364083e-10,31.104585757976334,1.3454840396158562e-11,36.11308376620043,3.8290924484963637e-14,44.5699908358043,0.8
31,wiki_banking_00411,7,საქართველოს ეროვნული ბანკი წარმოადგენს საქართველოს ცენტრალურ [MASK] და მისი სტატუსი განსაზღვრულია ქვეყნის კონსტიტუციით.,ბანკს,ბანკმა,ბანკი,0.2438195733370936,2.0361141476705438,0.06441381335314754,3.9564860865414815,2.3290330429812664e-05,15.389909366615365,0.86
32,wiki_banking_00413,5,საქართველოს ეროვნული ბანკი მონეტარულ [MASK] ახორციელებს საქართველოს პარლამენტის მიერ განსაზღვრული ფულად-საკრედიტო და სავალუტო პოლიტიკის ძირითადი მიმართულებების შესაბამისად.,პოლიტიკას,პოლიტიკამ,პოლიტიკა,0.0065523868962316075,7.253763738917104,0.006587296724319456,7.246097746977298,3.100819659269079e-06,18.298918946709286,0.71
33,wiki_bioinformatics_00467,23,"ბიომრავალფეროვნების გლობალური საინფორმაციო ფონდი (ინგლ. Global Biodiversity Information Facility; აბრევ. GBIF) — საერთაშორისო ორგანიზაცია და ინტერნეტ-საიტი, რომელიც აგროვებს [MASK] მსოფლიოს ბიომრავალფეროვნებაზე.",ინფორმაციას,ინფორმაციამ,ინფორმაცია,0.9712438583374023,0.042094524223320655,0.027247078716754917,5.197754629491459,7.13596344361037e-07,20.418388439628362,0.99
34,wiki_biotechnology_00530,17,"ის ხშირად მოიცავს მიკრობების — პაწაწინა, ერთუჯრედიანი არსებების, მაგალითად, ბაქტერიებისა და საფუვრის - [MASK].",გამოყენებას,გამოყენებამ,გამოყენება,0.0010792130621900748,9.85580456958536,0.0012876190012320872,9.60107851290702,3.9183335275458117e-07,21.28325645954711,0.73
35,wiki_cellular_00578,4,"ძირითადი პროცესი, [MASK] ცხოველთა ემბრიონული განვითარება მოიცავს არის: ემბრიონული ინდუქცია, მორფოგენეზი, უჯრედების დიფერენცირება, ზრდა და დროის ზოგადი კონტროლი, ევოლუციური განვითარების ბიოლოგის კვლევის პერიოდში.",რომელსაც,რომელმაც,რომელიც,0.869210422039032,0.20222262200888733,0.033338770270347595,4.906655299535303,0.00025285198353230953,11.949419283619344,0.96
36,wiki_computer_00673,8,"პროგრამას აქვს გაშვებადი სახე, ანუ პროცესორი [MASK] იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",მას,მან,იგი,0.1255775541067123,2.9933494767789526,0.013515893369913098,6.209199315878662,0.00031335582025349167,11.639910589637354,0.75
37,wiki_computer_00684,1,[MASK] ქმნის პროგრამისტი პროგრამირების ენის დახმარებით.,პროგრამას,პროგრამამ,პროგრამა,2.1640077466145259e-16,52.03714385453106,1.000000000000001e-12,39.86313713864835,1.546190304679838e-19,62.48791590615773,1.0
38,wiki_cultural_00795,11,"ხელოვნებათმცოდნეობა — ფართო მნიშვნელობით საზოგადოებრივ მეცნიერებათა კომპლექსი, რომელიც შეისწავლის [MASK] – საზოგადოების მხატვრულ კულტურას მთლიანობაში და ხელოვნების ცალკეულ დარგებს.",ხელოვნებას,ხელოვნებამ,ხელოვნება,0.07638396732118838,3.7105863354602646,0.07934195548295976,3.655772234807252,7.196538149613259e-06,17.084265495471172,0.72
39,GLC_00124,2,მასწავლებელი [MASK] ასწორებს დადგენილი პასუხების მიხედვით და წერს ქულებს.,ნაშრომებს,ნაშრომებმა,ნაშრომები,1.7127064521117637e-08,25.799146855997634,3.520429489396197e-09,28.081601406821477,1.1437129394111539e-11,36.3474840483372,0.71
40,GLC_00137,2,"ყოველივე [MASK] მოსდევდა კრიტიკა ადამიანის უფლებათა დამცავი წრეებიდან და ბრალდებულთა ადვოკატებისგან როგორც საქართველოში, ისე ქვეყნის ფარგლებს გარეთ.",ამას,ამან,ეს,0.0003918661968782543,11.317351250853882,0.0007072081207297742,10.465577538545629,7.526769484354822e-06,17.01953778131158,0.66
41,GLC_00143,18,"ხელისუფლების წარმომადგენლები უარყოფდნენ ამ თუ სხვა ბრალდებებს, აღნიშნავდნენ რა, რომ ხშირად საერთაშორისო უფლებადაცვითი ორგანიზაციები გადაუმოწმებელ [MASK] ეყრდნობოდნენ.",ინფორმაციას,ინფორმაციამ,ინფორმაცია,0.5985875129699707,0.740365911547842,7.696415559621526e-05,13.665453776469773,1.249079697256327e-07,22.932631133488005,0.87
42,wiki_agronomy_00075,7,"აგრონომიული მომსახურება — ღონისძიებათა სისტემა, [MASK] მიწათმოქმედების კულტურის ასამაღლებლად ატარებენ სამიწათმოქმედო ორგანოები და სოფლის მეურნეობის სპეციალისტები.",რომელსაც,რომელმაც,რომელიც,0.7636404037475586,0.38903465801225195,0.023356610909104347,5.420025238302675,4.239489499013871e-05,14.525749922285645,0.93
43,wiki_agronomy_00083,6,"აგრონომია იყენებს ლაბორატორიულ და სავეგეტაციო [MASK], საველე ცდას, აგრეთვე ნიადაგის, მცენარეულობის და ა.შ. საექსპედიციო გამოკვლევების შედეგებს.",მეთოდებს,მეთოდებმა,მეთოდები,0.0010543549004372525,9.889423718523538,6.180730667579926e-06,17.303791169999773,6.674065245454805e-08,23.83685896876776,0.79
44,wiki_archaeology_00140,8,"ნივთიერი ძეგლების მოსაპოვებლად ტარდება არქეოლოგიური გათხრები, [MASK] ჩვეულებრივ წინ უძღვის არქეოლოგიური დაზვერვა.",რომლებსაც,რომლებმაც,რომლებიც,0.04137619212269783,4.595055310610693,0.0025756403338164095,8.600853137190512,0.00013324113388080155,12.87367284305102,0.85
45,wiki_archaeology_00145,23,"თანამედროვე არქეოლოგია არქეოლოგიური ძეგლების გათხრების, ფიქსაციის, რესტავრაცია-კონსერვაციის, კლასიფიკაციის, დათარიღებისა და სხვა დროს წარმატებით იყენებს საბუნებისმეტყველო და ტექნიკურ მეცნიერებათა [MASK].",მეთოდებს,მეთოდებმა,მეთოდები,9.039825814492227e-05,13.433345500357115,4.215855224649738e-06,17.855743244632286,2.0927376923392607e-08,25.51003326627112,0.79
46,wiki_architecture_00179,6,"უფრო ზუსტად ეს ტერმინი აღწერს [MASK], რომლის მეშვეობით სახელმწიფო მასებზე იდეოლოგიურ ზეგავლენას ახდენდა, იყენებდა რა ამგვარ კონსტრუქციებს სახელმწიფოს ძლიერების გამოხატვის საშუალებად.",არქიტექტურას,არქიტექტურამ,არქიტექტურა,3.96609322214066e-10,31.231562360681693,5.725128985105802e-12,37.34582894166999,7.202943034427864e-14,43.65840683386195,0.73
47,wiki_astronomy_00233,10,ციური სხეულების ფიზიკური აგებულების შესახებ თანამედროვე მეცნიერება შედარებით ნაკლებ [MASK] ფლობს და შესაბამისად ჩამოთვლილ სიაში მეორე ამოცანაზე პასუხის გაცემა შედარებით პრობლემატური და ალბათური ხასიათისაა.,ინფორმაციას,ინფორმაციამ,ინფორმაცია,0.9571185111999512,0.06323052343117352,0.034728314727544785,4.847743787497156,0.0005114734901873232,10.933052912924703,0.98
48,wiki_astrophysics_00254,8,"ასტროფიზიკა — მეცნიერება, რომელიც იყენებს ფიზიკის [MASK] და პრინციპებს ასტრონომიული ობიექტებისა და ფენომენების შესწავლის მიზნით.",მეთოდებს,მეთოდებმა,მეთოდები,0.000823579363776479,10.245804698377638,1.6126299137003584e-05,15.920225085496876,1.4435329906359303e-08,26.04582067966288,0.71
49,wiki_astrophysics_00270,4,"ზოგი ზოგადად აღიარებულ [MASK] შეისწავლის; თეორიული ასტროფიზიკა, ესენია: დიდი აფეთქება, კოსმოსური ინფლექცია, შავი მატერია, შავი ენერგია და ფიზიკის ფუნდამენტური თეორიები.",თეორიას,თეორიამ,თეორია,9.006044607027919e-06,16.76067494594393,1.3443182382986782e-05,16.18276576900796,2.8053167648077582e-09,28.409189170775967,0.85
