Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.03796567395329476,4.719160571162563,8.825186341709921e-06,16.789941828456207,4.058944644720486e-05,14.588535809526064,0.64
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,8.068691386142751e-05,13.597305764231184,1.627379120350272e-08,25.872874373279647,1.8993183656586e-12,38.9376553868944,0.65
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,6.784458673791961e-05,13.847406765615295,1.7337968592839722e-07,22.459561789453264,5.787388717718122e-08,24.042512211190772,0.68
13,wiki_horticulture_01528,4,მემდელოეობას უაღრესად დიდი [MASK] აქვს საზოგადოებრივ მეცხოველეობისათვის მტკიცე საკვები ბაზის შესაქმნელად.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.07799741625785829,3.680429855719243,8.614662760919594e-07,20.146702343985567,2.0193916375072972e-05,15.595719742718805,0.87
14,wiki_horticulture_01535,3,"მემცენარეობას მეცნიერული [MASK] ჩაეყარა XIX საუკუნის დამლევს, როდესაც საქართველოში დაარსდა ყარაიის, საქარის, აჯამეთის, ოზურგეთის საცდელი მინდვრები.",საფუძვლები,საფუძვლებს,საფუძვლებმა,0.0009680024231784042,10.012701720579443,1.1300712667397003e-07,23.077082906677372,2.8961084598929252e-08,25.041309126422387,0.61
15,wiki_hydrogeology_01555,5,ამგვარ წყალშემცველ სტრუქტურას არტეზიული [MASK] ეწოდება.,აუზი,აუზს,აუზმა,5.447122362056692e-07,20.80800238852398,4.2501596670218496e-11,34.453692003335654,1.9981226239095383e-17,55.47413248967572,0.86
16,wiki_kartvelian_01734,8,გარკვეული თვალსაზრისით ამ ცნობებს დღესაც არ დაუკარგავთ [MASK].,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,3.7512039853027104e-05,14.70228675753634,6.31317050192592e-07,20.59513194923272,6.887702932485925e-09,27.113329933532505,0.85
17,wiki_metaphysics_02068,5,"მესმერს არ შეუმუშავებია მეტაფიზიკური [MASK], მაგრამ პრაქტიკული წვლილი შეიტანა სპირიტუალიზმის ჩამოყალიბებაში.",თეორია,თეორიას,თეორიამ,0.00017895692144520586,12.448100036177557,6.467110200411164e-08,23.882303564789787,1.8196633015914514e-08,25.711753230686895,0.59
18,wiki_microbiology_02079,3,ამ არსებებს [MASK] ეწოდება (ლათ. „viruse“ - შხამი) და ისინი სიცოცხლის არაუჯრედულ ფორმებს მიეკუთვნებიან.,ვირუსები,ვირუსებს,ვირუსებმა,1.2868613788819033e-08,26.21156810474047,1.2641627239879116e-09,29.559170673714576,6.973859978627985e-13,40.38310783560506,0.65
19,wiki_microbiology_02080,5,"ბირთვი-ბაქტერიულ უჯრედს მკვეთრად გამორჩეული [MASK] არ გააჩნია, წლების მანძილზე ეს საკითხი პრობლემურ საკითხად რჩებოდა.",ბირთვი,ბირთვს,ბირთვმა,1.2466421139833986e-05,16.291593118721426,1.0608910213931631e-10,33.1340044839222,2.1047220298107962e-11,35.467579334314465,0.7
20,wiki_mineralogy_02095,5,მინერალთა და ქანთა გამოყენებითი [MASK] ჩამოყალიბებული აქვს სულხან საბა ორბელიანს თავის „სიტყვის კონაში“.,კლასიფიკაცია,კლასიფიკაციას,კლასიფიკაციამ,1.4959083141832014e-09,29.31633110036951,1.5513206583702534e-13,42.55156831091009,7.58819534418291e-15,46.90516460454307,0.72
21,wiki_mineralogy_02111,10,"ქანებს როგორც სამთო დამუშავების ობიექტს, ახასიათებს სხვადასხვა ტექნოლოგიური [MASK] (სიმაგრე, აბრაზიულობა, სისალე, ბურღვადობა და სხვ.).",თვისებები,თვისებებს,თვისებებმა,9.14052579901181e-05,13.417363317270695,9.785608767742832e-08,23.284763154656183,6.84349216325284e-12,37.088404433283344,0.62
22,wiki_molecular_02135,10,"ამრიგად, ბიოპოლიმერთა მოლეკულებს სრულიად გარკვეული მოცულობითი და სივრცობრივი [MASK] აქვთ, რის გამოც ისინი ბიოლოგიური ფუნქციების მატერიალურ საფუძველს წარმოადგენენ.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,0.00011159692076034834,13.129415159416965,2.259075357429108e-09,28.72162045754656,1.01345253131757e-09,29.878074337393127,0.82
23,wiki_novel_02201,3,"რომანს მნიშვნელოვანი [MASK] უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",ადგილი,ადგილს,ადგილმა,0.9769111275672913,0.03370077286754604,1.881597381725443e-05,15.697682516683033,8.69292122018866e-10,30.099439878660263,0.98
24,wiki_organic_02242,6,"გარდა ამისა, ნახშირბადს აქვს [MASK] წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",უნარი,უნარს,უნარმა,0.17194949090480804,2.539943250439908,0.0005076519446447492,10.943872681435877,1.9051462645415205e-08,25.645522996536034,0.66
25,wiki_paleontology_02304,4,სტრატიგრაფიას დიდი პრაქტიკული [MASK] აქვს გეოლოგიური აგეგმვისა და სასარგებლო წიაღისეულის საბადოთა ძებნისა და ძიებისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.02677056193351745,5.22320876726259,6.038732863089535e-06,17.33732271578743,7.0388866867093e-06,17.116221307873207,0.68
26,wiki_paleontology_02310,5,"პალეონტოლოგიას ასევე აქვს გარკვეული [MASK] არქეოლოგიასთან, რომელიც უპირველეს ყოვლისა მუშაობს ადამიანის მიერ შექმნილ საგნებთან და ადამიანის ნაშთებთან, ხოლო პალეონტოლოგები დაინტერესებულნი არიან ადამიანების, როგორც სახეობების, მახასიათებლებით და ევოლუციით.",კავშირი,კავშირს,კავშირმა,0.002788118319585919,8.486492498399148,1.0012100574385847e-05,16.607895785944862,4.0945068078859094e-08,24.541735072475078,0.64
27,wiki_petrography_02367,5,მეტამორფულ ქანებს ახასიათებს ფიქლებრივი [MASK].,ტექსტურა,ტექსტურას,ტექსტურამ,2.309595091042311e-12,38.655497192352726,1.935420792358886e-14,45.55434606228565,3.2545539941731337e-18,58.09224585873891,0.88
28,wiki_pharmacology_02387,3,ვაქცინის მიღებას [MASK] ეწოდება.,ვაქცინაცია,ვაქცინაციას,ვაქცინაციამ,7.686938863216155e-10,30.27687175459814,1.9565683292882038e-10,32.25095545447755,1.544441234022665e-11,35.91412406628655,0.76
29,wiki_pharmacology_02390,10,"უმეტეს უჯრედებს აქვს ერთი ან რამდენიმე ისეთი მოლეკულის წარმოების [MASK], რომელიც სხვა უჯრედებს ზრდის, ფუნქციის, მეტაბოლიზმის ცვლილების სიგნალს აძლევს.",უნარი,უნარს,უნარმა,0.00016735390818212168,12.544810137164802,1.9212863833217868e-07,22.311424083779727,6.767305142410357e-12,37.10455569652957,0.67
30,wiki_phonology_02445,14,"ყოველ ფონემას, ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო [MASK] შეესაბამება.",ბგერა,ბგერას,ბგერამ,2.5294094287664725e-08,25.236624177992393,3.343218868925006e-11,34.79997123748153,4.0666140340575185e-11,34.51738097392848,0.74
31,wiki_phonology_02456,5,"ერთნაირი რაგვარობის ბგერებს ჰომოგენური [MASK] ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერები,ბგერებს,ბგერებმა,4.047485730396582e-06,17.91454257507734,4.71482293811525e-08,24.338221166586553,1.357911581889602e-10,32.77789140487437,0.68
32,wiki_physical_02467,7,ნივთიერებათა აღნაგობის კრისტალთქიმიის ანალიზს აქვს ორი [MASK]: სტერეო ქიმია და კრისტალთსტრუქტურული.,ასპექტი,ასპექტს,ასპექტმა,7.580986541696509e-06,17.009182965492332,2.4440702089900854e-09,28.608067125005164,2.3006248584413126e-09,28.695327098146727,0.62
33,wiki_physical_02498,4,დედამიწისმცოდნეობას როგორც მეცნიერებას [MASK] ჩაეყარა უძველეს დროში.,საფუძველი,საფუძველს,საფუძველმა,0.003445551963523031,8.181049169293974,3.0191991754691093e-05,15.01547454037985,3.96702876920951e-09,27.909293993925456,0.69
34,wiki_sinology_02690,8,კონფუცის ინსტიტუტს ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი [MASK].,პედაგოგები,პედაგოგებს,პედაგოგებმა,9.18843134911641e-09,26.69753426864353,3.5302347757187634e-14,44.68722919634245,4.173826991159609e-18,57.73333490722778,0.74
35,wiki_sociolinguistics_02696,17,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, რომელსაც ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი [MASK] და გამონათქვამები.",სიტყვები,სიტყვებს,სიტყვებმა,0.005655625369399789,7.466097725973299,3.311979980935575e-06,18.203874616744258,1.8726137239598203e-13,42.280011897222415,0.75
36,wiki_sociology_02723,4,"სოციოლოგიას აინტერესებს ჩვენი [MASK] როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",ქმედება,ქმედებას,ქმედებამ,2.819589099090083e-06,18.436083636451126,1.0407984343998134e-09,29.839662156961385,1.2950753016491995e-10,32.846244963581505,0.97
37,wiki_sociology_02733,5,"ასეთ საზოგადოებებს ახასიათებს სოციალური [MASK] ინდივიდუალებს შორის, რომელთაც გამორჩეული კულტურა აერთიანებთ.",ურთიერთობები,ურთიერთობებს,ურთიერთობებმა,1.5079812953899833e-09,29.304734320084904,1.4815449214666816e-12,39.296034768174536,2.2088025852795476e-24,78.58300979566346,0.84
38,wiki_technology_02824,3,"ნანოტექნოლოგიას აქვს [MASK] შექმნას მრავალი ახალი მოწყობილობა, რომელთა გამოყენება შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",პოტენციალი,პოტენციალს,პოტენციალმა,0.005233554169535639,7.577993253817454,2.0680864480314151e-07,22.20520017123784,1.128633976748429e-07,23.078918977522456,0.69
39,wiki_theater_02863,9,1996 წელს გარდაიცვალა მიხეილ თუმანიშვილი და თეატრს მისი [MASK] ეწოდა.,სახელი,სახელს,სახელმა,0.04748249426484107,4.396460467747701,6.817020675953246e-06,17.16242721059522,2.318361970067863e-09,28.68424701945691,0.61
40,wiki_zoology_03007,5,"ხერხემლიანებს აქვთ სამი ტიპის [MASK]: შემაერთებელქსოვილოვანი, ხრტილოვანი და ძვლოვანი.",ჩონჩხი,ჩონჩხს,ჩონჩხმა,1.0176507473303582e-15,49.803678902708825,3.3351716350565536e-18,58.05694470048369,3.7346162042125168e-22,71.18145809851802,0.75
41,wiki_zoology_03011,9,"ვეშაპებს, ბეჰემოთს და ზოგ სხვა ძუძუმწოვრებს ბალნიანი [MASK] მეორეულად რედუცირებული აქვს.",საფარველი,საფარველს,საფარველმა,3.471808251241997e-11,34.74552177415297,1.4592601628817415e-13,42.639828117765084,2.7571713487432458e-14,45.04380439973999,0.64
42,wiki_automotive_00344,4,მექანიკის კანონებს დიდი [MASK] აქვს ბუნებისმეტყველებისა და ტექნიკისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,0.4322476089000702,1.210070111673483,4.111137968720865e-06,17.892030780139578,1.3474313049879245e-07,22.823284941125802,0.75
43,wiki_biochemistry_00418,6,"თითოეულ პოლიმერის კლასს გააჩნია განსხვავებული [MASK] მაგ.: ცილა არის პოლიმერი, რომლის კომპონენტები წარმოდგენილია 20 ან მეტი ამინომჟავით; ვრცლად არის აღწერილი უჯრედის მეტაბოლიზმის და ენდოკრინული სისტემის ბიოქიმია.",კომპონენტი,კომპონენტს,კომპონენტმა,1.358281735974741e-07,22.811713908534166,1.8305151453130195e-12,38.990887428388795,1.0199409827797215e-13,43.15657955811769,0.81
44,wiki_biochemistry_00424,16,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, რომელსაც ყოველი უჯრედული [MASK] გენური ინფორმაციის საწყობად იყენებს.",ორგანიზმი,ორგანიზმს,ორგანიზმმა,0.019905449822545048,5.650692716013263,0.0001578644150868058,12.629026375948154,6.836175097387315e-08,23.802235409349738,0.61
45,wiki_biochemistry_00433,1,"[MASK] (HC) ეწოდება ქიმიურ ნაერთებს, რომლებიც მხოლოდ ნახშირბადისა (C) და წყალბადის (H) ატომებისაგან შედგებიან.",ნახშირწყალბადები,ნახშირწყალბადებს,ნახშირწყალბადებმა,1.5082822754824241e-09,29.30444639929946,2.0082820842409405e-17,55.4668156879433,8.081979183005681e-20,63.42385326221364,0.8
46,wiki_biophysics_00511,12,"იმის გამო, რომ ბიოლოგიური მასალის წიაღისეულ საწვავად გადაქცევას უფრო მეტი [MASK] სჭირდება, ვიდრე ნახშირბად 14-ის დაშლას, ამიტომაც წიაღისეული საწვავი თითქმის არ შეიცავს ნახშირბადის ამ იზოტოპს.",დრო,დროს,დრომ,0.001507090870290995,9.374017877569873,8.587644515500873e-06,16.82930609707703,3.328350572928686e-08,24.840617359517566,0.71
47,wiki_computer_00673,4,"პროგრამას აქვს გაშვებადი [MASK], ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",სახე,სახეს,სახემ,0.00019563519163057197,12.319546468235744,1.0377970284025647e-05,16.556116164412074,2.9181756113768394e-08,25.03035805403394,0.59
48,wiki_constitutional_00712,18,"საქართველოს კონსტიტუციურ შეთანხმებას, თუ იგი არ ეწინააღმდეგება საქართველოს კონსტიტუციას და კონსტიტუციურ კანონს, აქვს უპირატესი იურიდიული [MASK] ყველა სხვა ნორმატიული აქტის მიმართ.",ძალა,ძალას,ძალამ,0.00039684757939539833,11.299127373878262,1.0868532172025882e-06,19.81141145610971,1.6810162969340493e-08,25.826091047973975,0.67
49,wiki_cosmology_00732,4,"სამყაროს შესწავლას ხანგრძლივი [MASK] აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",ისტორია,ისტორიას,ისტორიამ,0.004590922500938176,7.767000206446673,1.242061807715799e-05,16.296903507427213,8.578312071044777e-08,23.47473095826191,0.76
