Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-673.8263619004172,673.8263619004172,-682.5770256079265,682.5770256079265,-684.7055823721217,684.7055823721217
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,-148.0870322378587,148.0870322378587,-155.30373041444162,155.30373041444162,-157.4491565193495,157.4491565193495
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,-347.6830691869896,347.6830691869896,-358.0979930220973,358.0979930220973,-358.22704584774766,358.22704584774766
13,wiki_horticulture_01528,4,მემდელოეობას უაღრესად დიდი [MASK] აქვს საზოგადოებრივ მეცხოველეობისათვის მტკიცე საკვები ბაზის შესაქმნელად.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-432.780261047338,432.780261047338,-443.327454042894,443.327454042894,-438.2567253919286,438.2567253919286
14,wiki_horticulture_01535,3,"მემცენარეობას მეცნიერული [MASK] ჩაეყარა XIX საუკუნის დამლევს, როდესაც საქართველოში დაარსდა ყარაიის, საქარის, აჯამეთის, ოზურგეთის საცდელი მინდვრები.",საფუძვლები,საფუძვლებს,საფუძვლებმა,-611.0913092473517,611.0913092473517,-607.6594598684203,607.6594598684203,-612.9315187228392,612.9315187228392
15,wiki_hydrogeology_01555,5,ამგვარ წყალშემცველ სტრუქტურას არტეზიული [MASK] ეწოდება.,აუზი,აუზს,აუზმა,-268.925052567211,268.925052567211,-276.5367862982373,276.5367862982373,-274.65475964088324,274.65475964088324
16,wiki_kartvelian_01734,8,გარკვეული თვალსაზრისით ამ ცნობებს დღესაც არ დაუკარგავთ [MASK].,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-310.45210471385815,310.45210471385815,-320.9444808853984,320.9444808853984,-321.06548764511814,321.06548764511814
17,wiki_metaphysics_02068,5,"მესმერს არ შეუმუშავებია მეტაფიზიკური [MASK], მაგრამ პრაქტიკული წვლილი შეიტანა სპირიტუალიზმის ჩამოყალიბებაში.",თეორია,თეორიას,თეორიამ,-512.0116018256251,512.0116018256251,-512.7079810679068,512.7079810679068,-512.3148053324795,512.3148053324795
18,wiki_microbiology_02079,3,ამ არსებებს [MASK] ეწოდება (ლათ. „viruse“ - შხამი) და ისინი სიცოცხლის არაუჯრედულ ფორმებს მიეკუთვნებიან.,ვირუსები,ვირუსებს,ვირუსებმა,-462.1542466541313,462.1542466541313,-466.944467618536,466.944467618536,-465.61373231843,465.61373231843
19,wiki_microbiology_02080,5,"ბირთვი-ბაქტერიულ უჯრედს მკვეთრად გამორჩეული [MASK] არ გააჩნია, წლების მანძილზე ეს საკითხი პრობლემურ საკითხად რჩებოდა.",ბირთვი,ბირთვს,ბირთვმა,-565.2478011707811,565.2478011707811,-580.9769162045865,580.9769162045865,-582.7083221951024,582.7083221951024
20,wiki_mineralogy_02095,5,მინერალთა და ქანთა გამოყენებითი [MASK] ჩამოყალიბებული აქვს სულხან საბა ორბელიანს თავის „სიტყვის კონაში“.,კლასიფიკაცია,კლასიფიკაციას,კლასიფიკაციამ,-474.0212420495181,474.0212420495181,-484.12982007840463,484.12982007840463,-483.8438820509228,483.8438820509228
21,wiki_mineralogy_02111,10,"ქანებს როგორც სამთო დამუშავების ობიექტს, ახასიათებს სხვადასხვა ტექნოლოგიური [MASK] (სიმაგრე, აბრაზიულობა, სისალე, ბურღვადობა და სხვ.).",თვისებები,თვისებებს,თვისებებმა,-580.812023474137,580.812023474137,-593.0987958816258,593.0987958816258,-599.3256988586157,599.3256988586157
22,wiki_molecular_02135,10,"ამრიგად, ბიოპოლიმერთა მოლეკულებს სრულიად გარკვეული მოცულობითი და სივრცობრივი [MASK] აქვთ, რის გამოც ისინი ბიოლოგიური ფუნქციების მატერიალურ საფუძველს წარმოადგენენ.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,-715.0875709001315,715.0875709001315,-722.2629567144571,722.2629567144571,-720.7080683604728,720.7080683604728
23,wiki_novel_02201,3,"რომანს მნიშვნელოვანი [MASK] უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",ადგილი,ადგილს,ადგილმა,-433.70570344875046,433.70570344875046,-460.6378800580713,460.6378800580713,-467.67048080158946,467.67048080158946
24,wiki_organic_02242,6,"გარდა ამისა, ნახშირბადს აქვს [MASK] წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",უნარი,უნარს,უნარმა,-395.9280862871491,395.9280862871491,-394.06267673692577,394.06267673692577,-397.1657174426316,397.1657174426316
25,wiki_paleontology_02304,4,სტრატიგრაფიას დიდი პრაქტიკული [MASK] აქვს გეოლოგიური აგეგმვისა და სასარგებლო წიაღისეულის საბადოთა ძებნისა და ძიებისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-582.821964657565,582.821964657565,-600.0991706974345,600.0991706974345,-596.6686030403414,596.6686030403414
26,wiki_paleontology_02310,5,"პალეონტოლოგიას ასევე აქვს გარკვეული [MASK] არქეოლოგიასთან, რომელიც უპირველეს ყოვლისა მუშაობს ადამიანის მიერ შექმნილ საგნებთან და ადამიანის ნაშთებთან, ხოლო პალეონტოლოგები დაინტერესებულნი არიან ადამიანების, როგორც სახეობების, მახასიათებლებით და ევოლუციით.",კავშირი,კავშირს,კავშირმა,-1042.3656404238684,1042.3656404238684,-1045.6085835785618,1045.6085835785618,-1051.9316798780765,1051.9316798780765
27,wiki_petrography_02367,5,მეტამორფულ ქანებს ახასიათებს ფიქლებრივი [MASK].,ტექსტურა,ტექსტურას,ტექსტურამ,-234.27143308292585,234.27143308292585,-241.20099518577837,241.20099518577837,-243.5925980557929,243.5925980557929
28,wiki_pharmacology_02387,3,ვაქცინის მიღებას [MASK] ეწოდება.,ვაქცინაცია,ვაქცინაციას,ვაქცინაციამ,-166.7114612719323,166.7114612719323,-178.1555572495568,178.1555572495568,-178.01910187830111,178.01910187830111
29,wiki_pharmacology_02390,10,"უმეტეს უჯრედებს აქვს ერთი ან რამდენიმე ისეთი მოლეკულის წარმოების [MASK], რომელიც სხვა უჯრედებს ზრდის, ფუნქციის, მეტაბოლიზმის ცვლილების სიგნალს აძლევს.",უნარი,უნარს,უნარმა,-542.6387044107969,542.6387044107969,-542.8663442843437,542.8663442843437,-548.7112550222294,548.7112550222294
30,wiki_phonology_02445,14,"ყოველ ფონემას, ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო [MASK] შეესაბამება.",ბგერა,ბგერას,ბგერამ,-336.1923341829713,336.1923341829713,-343.476904243279,343.476904243279,-344.9138343960602,344.9138343960602
31,wiki_phonology_02456,5,"ერთნაირი რაგვარობის ბგერებს ჰომოგენური [MASK] ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერები,ბგერებს,ბგერებმა,-467.29806098010073,467.29806098010073,-468.6924289521705,468.6924289521705,-465.0721737954727,465.0721737954727
32,wiki_physical_02467,7,ნივთიერებათა აღნაგობის კრისტალთქიმიის ანალიზს აქვს ორი [MASK]: სტერეო ქიმია და კრისტალთსტრუქტურული.,ასპექტი,ასპექტს,ასპექტმა,-511.5586869284349,511.5586869284349,-518.2616323216324,518.2616323216324,-528.5594565523647,528.5594565523647
33,wiki_physical_02498,4,დედამიწისმცოდნეობას როგორც მეცნიერებას [MASK] ჩაეყარა უძველეს დროში.,საფუძველი,საფუძველს,საფუძველმა,-311.58977334656385,311.58977334656385,-317.78119985871865,317.78119985871865,-317.11336663499816,317.11336663499816
34,wiki_sinology_02690,8,კონფუცის ინსტიტუტს ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი [MASK].,პედაგოგები,პედაგოგებს,პედაგოგებმა,-350.86367789515674,350.86367789515674,-352.7485912242958,352.7485912242958,-356.51849031996727,356.51849031996727
35,wiki_sociolinguistics_02696,17,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, რომელსაც ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი [MASK] და გამონათქვამები.",სიტყვები,სიტყვებს,სიტყვებმა,-579.2470691486487,579.2470691486487,-587.6297966416272,587.6297966416272,-588.8216487171292,588.8216487171292
36,wiki_sociology_02723,4,"სოციოლოგიას აინტერესებს ჩვენი [MASK] როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",ქმედება,ქმედებას,ქმედებამ,-969.8749963047879,969.8749963047879,-974.4164052506109,974.4164052506109,-976.5117789299397,976.5117789299397
37,wiki_sociology_02733,5,"ასეთ საზოგადოებებს ახასიათებს სოციალური [MASK] ინდივიდუალებს შორის, რომელთაც გამორჩეული კულტურა აერთიანებთ.",ურთიერთობები,ურთიერთობებს,ურთიერთობებმა,-484.9476640733328,484.9476640733328,-483.82890952933906,483.82890952933906,-496.70430525174834,496.70430525174834
38,wiki_technology_02824,3,"ნანოტექნოლოგიას აქვს [MASK] შექმნას მრავალი ახალი მოწყობილობა, რომელთა გამოყენება შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",პოტენციალი,პოტენციალს,პოტენციალმა,-629.3521764817963,629.3521764817963,-629.818400172127,629.818400172127,-622.6060203801884,622.6060203801884
39,wiki_theater_02863,9,1996 წელს გარდაიცვალა მიხეილ თუმანიშვილი და თეატრს მისი [MASK] ეწოდა.,სახელი,სახელს,სახელმა,-219.22483759981978,219.22483759981978,-239.8749903616677,239.8749903616677,-237.1588098712518,237.1588098712518
40,wiki_zoology_03007,5,"ხერხემლიანებს აქვთ სამი ტიპის [MASK]: შემაერთებელქსოვილოვანი, ხრტილოვანი და ძვლოვანი.",ჩონჩხი,ჩონჩხს,ჩონჩხმა,-375.8558281206368,375.8558281206368,-375.5280791009595,375.5280791009595,-384.0727352468292,384.0727352468292
41,wiki_zoology_03011,9,"ვეშაპებს, ბეჰემოთს და ზოგ სხვა ძუძუმწოვრებს ბალნიანი [MASK] მეორეულად რედუცირებული აქვს.",საფარველი,საფარველს,საფარველმა,-401.6676899233031,401.6676899233031,-409.1036839430712,409.1036839430712,-411.89969996076934,411.89969996076934
42,wiki_automotive_00344,4,მექანიკის კანონებს დიდი [MASK] აქვს ბუნებისმეტყველებისა და ტექნიკისათვის.,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-298.30607686053145,298.30607686053145,-303.74910292380076,303.74910292380076,-302.2610568123672,302.2610568123672
43,wiki_biochemistry_00418,6,"თითოეულ პოლიმერის კლასს გააჩნია განსხვავებული [MASK] მაგ.: ცილა არის პოლიმერი, რომლის კომპონენტები წარმოდგენილია 20 ან მეტი ამინომჟავით; ვრცლად არის აღწერილი უჯრედის მეტაბოლიზმის და ენდოკრინული სისტემის ბიოქიმია.",კომპონენტი,კომპონენტს,კომპონენტმა,-904.8896073707613,904.8896073707613,-908.5317160246118,908.5317160246118,-909.4525739248418,909.4525739248418
44,wiki_biochemistry_00424,16,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, რომელსაც ყოველი უჯრედული [MASK] გენური ინფორმაციის საწყობად იყენებს.",ორგანიზმი,ორგანიზმს,ორგანიზმმა,-659.5010664638083,659.5010664638083,-662.0189614836563,662.0189614836563,-664.0816936532367,664.0816936532367
45,wiki_biochemistry_00433,1,"[MASK] (HC) ეწოდება ქიმიურ ნაერთებს, რომლებიც მხოლოდ ნახშირბადისა (C) და წყალბადის (H) ატომებისაგან შედგებიან.",ნახშირწყალბადები,ნახშირწყალბადებს,ნახშირწყალბადებმა,-541.5171290054797,541.5171290054797,-537.9138696672356,537.9138696672356,-542.0799011817072,542.0799011817072
46,wiki_biophysics_00511,12,"იმის გამო, რომ ბიოლოგიური მასალის წიაღისეულ საწვავად გადაქცევას უფრო მეტი [MASK] სჭირდება, ვიდრე ნახშირბად 14-ის დაშლას, ამიტომაც წიაღისეული საწვავი თითქმის არ შეიცავს ნახშირბადის ამ იზოტოპს.",დრო,დროს,დრომ,-711.0231561149718,711.0231561149718,-708.3173842680415,708.3173842680415,-720.4182961539308,720.4182961539308
47,wiki_computer_00673,4,"პროგრამას აქვს გაშვებადი [MASK], ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",სახე,სახეს,სახემ,-471.33526260785186,471.33526260785186,-475.1657418042864,475.1657418042864,-474.15736051315656,474.15736051315656
48,wiki_constitutional_00712,18,"საქართველოს კონსტიტუციურ შეთანხმებას, თუ იგი არ ეწინააღმდეგება საქართველოს კონსტიტუციას და კონსტიტუციურ კანონს, აქვს უპირატესი იურიდიული [MASK] ყველა სხვა ნორმატიული აქტის მიმართ.",ძალა,ძალას,ძალამ,-744.4765665730392,744.4765665730392,-753.5264922215292,753.5264922215292,-753.4794054464561,753.4794054464561
49,wiki_cosmology_00732,4,"სამყაროს შესწავლას ხანგრძლივი [MASK] აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",ისტორია,ისტორიას,ისტორიამ,-491.89782175252645,491.89782175252645,-500.4399121476098,500.4399121476098,-503.28309343335115,503.28309343335115
